Song Title,Artist,Album Title,Popularity,Genres,Artist Link,Track ID
Change (In the House of Flies),Deftones,White Pony,83,"nu metal, alternative metal, rap metal, shoegaze",https://open.spotify.com/artist/6Ghvu1VvMGScGpOUJBAHNH,51c94ac31swyDQj9B3Lzs3
Slowing Down,The Backseat Lovers,Waiting to Spill,56,Unknown,https://open.spotify.com/artist/6p2HnfM955TI1bX34dkLnI,3o1ah1V2PJDtsCyDCpwXe4
Live Well,Palace,So Long Forever,72,Unknown,https://open.spotify.com/artist/48vDIufGC8ujPuBiTxY8dm,2H30WL3exSctlDC9GyRbD4
Time Moves Slow,BADBADNOTGOOD,IV,71,Unknown,https://open.spotify.com/artist/65dGLGjkw3UbddUg2GKQoZ,1IqF5PUDUnaykHLs0RWbDO
Taking What's Not Yours,TV Girl,Who Really Cares,81,Unknown,https://open.spotify.com/artist/0Y6dVaC9DZtPNH4591M42W,53mChDyESfwn9Dz8poHRf6
best friend,Small Forward,best friend,21,dream pop,https://open.spotify.com/artist/6V2pAcwTwmzCs6T5HwlJLh,3CuMLuNAPPl1jNrOuSImuU
Heaven Up There,Palace,Life After,61,Unknown,https://open.spotify.com/artist/48vDIufGC8ujPuBiTxY8dm,3Rl26h1HiMCV0HFHHVb2IM
Sweet Disposition,The Temper Trap,Conditions,73,Unknown,https://open.spotify.com/artist/4W48hZAnAHVOC2c8WH8pcq,0fIDUXVyJ1JISqB4HP4D5H
Half Life,Micah Yoo,Half Life,12,Unknown,https://open.spotify.com/artist/3naAborBdDSomo3luc2g55,3XqKnJcwGrJHpqi6MLtkVe
Bruise,BETWEEN FRIENDS,"I Love My Girl, She's My Boy",68,Unknown,https://open.spotify.com/artist/2HkSsS8O2U2gPhnCGVN5vn,1U1TpPbxYRFteIeT0Az4kM
Forever Yours,Brent Faiyaz,Larger Than Life,77,r&b,https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG,2JqkpMe2eJToJNHEqkJeCu
Pleasure delayer,BETWEEN FRIENDS,Pleasure delayer,47,Unknown,https://open.spotify.com/artist/2HkSsS8O2U2gPhnCGVN5vn,5BKL1Q0k2rJLywgjpjTFhv
Maple Syrup,The Backseat Lovers,When We Were Friends,74,Unknown,https://open.spotify.com/artist/6p2HnfM955TI1bX34dkLnI,4MXE6VCvTsQitHWrAxj7Kg
Pool House,The Backseat Lovers,When We Were Friends,75,Unknown,https://open.spotify.com/artist/6p2HnfM955TI1bX34dkLnI,74f0dpqHhTeTJzs4pmZ1yq
Sextape,Deftones,Diamond Eyes,82,"nu metal, alternative metal, rap metal, shoegaze",https://open.spotify.com/artist/6Ghvu1VvMGScGpOUJBAHNH,1EryAkZ0VHstC6haIxVBiE
Sé Sincera Corazón,Banda MS de Sergio Lizárraga,Sé Sincera Corazón,60,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,4xPk7nmG2DZmIrXYQ9qnhU
Ya Me Enteré,Chayín Rubio,El Ahijado Consentido,68,"banda, sierreño, norteño, mariachi, ranchera, corrido, sad sierreño",https://open.spotify.com/artist/6dZF1SMkMqrSFJKp0mhk4B,4ggabbjjuHrG06SsYnqvEs
Que Bonito Es Querer,Ulices Chaidez,El Elegido,68,"banda, sierreño, norteño, corrido, música mexicana, sad sierreño",https://open.spotify.com/artist/5npvUMe1CGnIhTX7OaLGVV,7Jcvu13qlP4km0uDX9p2pZ
Mujer De Piedra,Gerardo Ortiz,Archivos de Mi Vida,71,"banda, corrido, norteño, sierreño, corridos bélicos, música mexicana",https://open.spotify.com/artist/4J13m9IZh03PEhoxAxRhXO,4US4uNDUynAor7UMaQHaxv
CELEBRATE YOU GIRL,Yellow Days,CELEBRATE YOU GIRL,46,bedroom pop,https://open.spotify.com/artist/3dv4Q4q3LWOnbLJnC6GgTY,3ejNePI3ZJXJVzTVsNXQa8
Champagne,Austin Farwell,Champagne,47,Unknown,https://open.spotify.com/artist/3gfeKrOBLlmoaUXfGJzmS5,2jU9F9mVz5weCHngA9p4qA
Persiana Americana,Soda Stereo,Originales - 20 Exitos,54,"rock en español, latin rock, argentine rock, latin alternative",https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,7JZP7kQsuFFWOrtAI7uNiW
Si no te tengo a ti,Hombres G,Agitar Antes De Usar,66,"rock en español, latin rock, mexican rock",https://open.spotify.com/artist/60uh2KYYSCqAgJNxcU4DA0,4QhZMvnoOxP6Ra73Ergy1f
Yo Soy Tu Maestro,Los Telez,Muévete,65,"cumbia sonidera, cumbia",https://open.spotify.com/artist/4KZzz3Ri83L1aE5rNK9q3A,23EzYG5WcweDqh5RX9nFaW
trademark usa,Baby Keem,The Melodic Blue,70,Unknown,https://open.spotify.com/artist/5SXuuuRpukkTvsLuUknva1,15hJmqqEtASVXl6sM7i4UF
Crazy,Patsy Cline,The Definitive Collection,52,Unknown,https://open.spotify.com/artist/7dNsHhGeGU5MV01r06O8gK,3Vxc7fLBmG8vNk6G6Va9Nz
Stand By Me,Ben E. King,Don't Play That Song (Mono),80,Unknown,https://open.spotify.com/artist/3plJVWt88EqjvtuB4ZDRV3,3SdTKo2uVsxFblQjpScoHy
We Belong Together,Ritchie Valens,Ritchie Valens,74,"doo-wop, rock and roll",https://open.spotify.com/artist/5Y9xEAGW4GwGJgbiI6W85P,7caj6X6NMX3tlhWnu1du6V
4:44,JAY-Z,4:44,73,"hip hop, east coast hip hop, rap",https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,1gT5TGwbkkkUliNzHRIGi1
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,90,Unknown,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,1mea3bSkSGXuIRvnydlB5b
Sientes Lo Que Siento,Virlan Garcia,Y Cambió Mi Suerte,74,"banda, sierreño, corrido, norteño, sad sierreño, corridos bélicos",https://open.spotify.com/artist/0vjeBgTzYTwmYoVySJzXGD,4NPGGsTmm3JM4wOpWCT0T8
BLANCA ROSITA Y MARIA,Tito Double P,INCÓMODO,80,"corrido, corridos tumbados, corridos bélicos, electro corridos, música mexicana",https://open.spotify.com/artist/5eumcnUkdmGvkvcsx1WFNG,1wsDxqEDpsvNCatbXHjOje
Un Sueño,Los Angeles De Charly,Un Sueño,76,"cumbia, cumbia sonidera, grupera",https://open.spotify.com/artist/01pQZzNIPRiVaCozNUrnyL,6iPDBwtiOZGlfQt9HD0jAG
Tu Última Canción,Los Temerarios,Tu Última Canción,75,grupera,https://open.spotify.com/artist/3YbOSxo85kla7RID8ugnW3,7dWSrvzawBZPa7VVeHZBn7
TURiSTA,Bad Bunny,DeBÍ TiRAR MáS FOToS,85,"reggaeton, trap latino, urbano latino, latin",https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X,7tCuCjhxzjX2XCz4JiiAsp
Mrahc,Sour Breath,Áine,1,garage rock,https://open.spotify.com/artist/5HsMmSmB596DkSJPVgrvnZ,35dufpPBBt2fhQLnZoQj3r
Del Cielo Te Cuido,The Altons,Del Cielo Te Cuido,36,retro soul,https://open.spotify.com/artist/5AgZ9r9ZdWm7mD9t03KZZu,2ViPveuFTv06DjhGRDYFjo
Chilena Sad,Oswaldo_NR,Chilena Sad,54,"corrido, corridos bélicos, corridos tumbados",https://open.spotify.com/artist/1n3pTG4kkZiuepmOINVStx,0AZDGbopkND75EYMLc8n04
El Indio Enamorado,Grupo Laberinto,El Indio Enamorado,70,"corrido, norteño, banda",https://open.spotify.com/artist/24z2EWgF5nVUKnbJHd9ku2,77Yhcsal6ceWoLqYbDCeaZ
Judith,The Omies,Judith,12,Unknown,https://open.spotify.com/artist/3mmF9uBpr7Ia9EOAxarTYx,46e1EZjfzUA9CTeqbMwirw
Áine,Sour Breath,Áine,12,garage rock,https://open.spotify.com/artist/5HsMmSmB596DkSJPVgrvnZ,2vWIJsjuKhx6CYCKxyKQlS
Vuelve,Ivan Cornejo,MIRADA,79,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",https://open.spotify.com/artist/6PH3FLQAxtqYy46Zv08bpV,60fniRXixufxR4HCYjOyp6
ROSONES,Tito Double P,ROSONES,89,"corrido, corridos tumbados, corridos bélicos, electro corridos, música mexicana",https://open.spotify.com/artist/5eumcnUkdmGvkvcsx1WFNG,0LTwdL5yZ6YOTEGUQPFuSN
Where Did She Go?,The Altons,Where Did She Go?,25,retro soul,https://open.spotify.com/artist/5AgZ9r9ZdWm7mD9t03KZZu,5PPDH3zsrCHiGfe2JGaXK8
vuelta al mundo,Maldita Sopita,walking on clouds,6,Unknown,https://open.spotify.com/artist/3Ff3ZGKUw1EfFjuViOA9Lb,668KMs5AdRftvgxrQyyoV7
Siesta Freestyle,Lewis OfMan,Dancy Party,79,"french indie pop, french pop, french house",https://open.spotify.com/artist/1hkRfKGoJisJDbo6eSf1pg,6ZHKeoIOkvmYUIfxHLtE2Z
ME JALO,Fuerza Regida,MALA MÍA,92,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,3D24ErT1MMmUfXWotSj2A2
COQUETA,Fuerza Regida,MALA MÍA,89,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,1PREzVLuDT6PSE9sej4wnV
Baby Please,Ivan Cornejo,MIRADA,78,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",https://open.spotify.com/artist/6PH3FLQAxtqYy46Zv08bpV,71jWljGDgSEpsa1LA5LHSg
Catorce de Febrero,Eslabon Armado,Tu Veneno Mortal,62,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,36EQeUxiJibZQ0WLICBZua
Me Prendes,Eslabon Armado,Tu Veneno Mortal,62,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,2ZrZyoZJub4kQyIXmxl47l
A La Antigüita,Calibre 50,Vamos Bien,74,"banda, corrido, norteño, música mexicana, sierreño, grupera",https://open.spotify.com/artist/4jogXSSvlyMkODGSZ2wc2P,798ahLNEcoFER7Vywg1FMT
Can We Pretend,Bill Withers,'Justments,58,"soul, motown",https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,0S5ZoKKZD3bllkvhEoPimZ
Aquí Te Espero,Ivan Cornejo,MIRADA,75,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",https://open.spotify.com/artist/6PH3FLQAxtqYy46Zv08bpV,3ElI5xtTBJlYf5sFSiNbJD
Ylang Ylang,FKJ,Ylang Ylang EP,61,Unknown,https://open.spotify.com/artist/2FwDTncULUnmANIh7qKa5z,2AEdOdncBWl9AUEMlfzrFu
Eyes On The Horizon,Center of Attention,Eyes On The Horizon,53,Unknown,https://open.spotify.com/artist/4xp0qN8C2Og0QbD3GxxfCs,1tuMACwHWL8jvnmHOHU2Nb
Borderline,Tame Impala,The Slow Rush,85,"indie, psychedelic pop",https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,5hM5arv9KDbCHS0k9uqwjr
Risk,FKJ,Risk,57,Unknown,https://open.spotify.com/artist/2FwDTncULUnmANIh7qKa5z,6p3WxUqRy50EdpwZCG0pEQ
Sober,Childish Gambino,Kauai,49,Unknown,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,2VrkwoZrSpGG9I865zqZQi
RELOJ,Peso Pluma,ÉXODO,77,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",https://open.spotify.com/artist/12GqGscKJx3aE4t07u7eVZ,2DXK0YNGSqnaIEX5iaSIoK
Slow Jam 1,King Gizzard & The Lizard Wizard,I'm In Your Mind Fuzz,51,"psychedelic rock, acid rock, psychedelic pop",https://open.spotify.com/artist/6XYvaoDGE0VmRt83Jss9Sn,3jww6jMhelPsHnXO7Bar9v
(Anesthesia)--Pulling Teeth (Remastered),Metallica,Kill 'Em All (Remastered),49,"metal, thrash metal, rock, heavy metal, hard rock",https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,543qcqtmy9eCke65RWRVaQ
I Wish,Skee-Lo,I Wish,68,Unknown,https://open.spotify.com/artist/55Pp4Ns5VfTSFsBraW7MQy,3LklW07tvdx2AHsgfi1Mng
Vita Fer,Los Dareyes De La Sierra,Vita Fer,89,"corrido, corridos bélicos, corridos tumbados, sierreño, electro corridos, banda, música mexicana",https://open.spotify.com/artist/1ZMJSCQw8DIefcLb1FIpY0,5HZBdV5AwSvKdHFOYbXYD7
Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),74,"indie, garage rock",https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,7e8utCy2JlSB8dRHKi49xM
Show Me Love,WizTheMc,Show Me Love,94,Unknown,https://open.spotify.com/artist/3ebS2RuCq8QeLyndUDmgB5,5ITV0zqzjOYfFWpW0xBmRa
Noche No Te Vayas,Los Tres Caballeros,Los Tres Caballeros,57,bolero,https://open.spotify.com/artist/0ou4IrIjMSANpaPTL8lC3F,5PG0KLm66uabwKFWSGNe5U
Besos de Fuego,Trio Los Jaibos,Trio Los Jaibos,55,bolero,https://open.spotify.com/artist/5SVbx6F5ArKll70amV3lv7,2Ufyx442bYz52hjXbakW9t
En algún lugar,Duncan Dhu,El Grito Del Tiempo,80,"rock en español, latin rock",https://open.spotify.com/artist/2MLHBMApNE5h8wIufiTPs7,3UIENhLRdFIOuRan92cAQu
Frances Limon,Los Enanitos Verdes,Amores Lejanos,71,"rock en español, latin rock, argentine rock, mexican rock, latin alternative",https://open.spotify.com/artist/4TK1gDgb7QKoPFlzRrBRgR,2BPmAFsiy6vwDceybqIAjw
El lado oscuro,Jarabe De Palo,La Flaca,76,"rock en español, latin rock, latin alternative",https://open.spotify.com/artist/5B6H1Dq77AV1LZWrbNsuH5,3AR1c3Dssq51WlGGkuYJNj
Rayando el Sol,Maná,Falta Amor,78,"rock en español, latin rock, mexican rock, latin pop",https://open.spotify.com/artist/7okwEbXzyT2VffBmyQBWLz,4Ofg5uuH7qqDIXpAJMpXZV
CRAZYZ,Fuerza Regida,Pa las Baby's Y Belikeada,79,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,4zfQER4owi8q6NL8Gg63Ya
Donde Estás,Ivan Cornejo,MIRADA,77,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",https://open.spotify.com/artist/6PH3FLQAxtqYy46Zv08bpV,09vTIvb4qpqECgewqXPVSq
The Moment,Tame Impala,Currents,70,"indie, psychedelic pop",https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,1UYj8qTWjneZJDVjUMwMub
LOVE AGAIN,The Kid LAROI,LOVE AGAIN,67,Unknown,https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J,4sx6NRwL6Ol3V6m9exwGlQ
Te Quería Ver,Alemán,Te Quería Ver,93,"mexican hip hop, latin hip hop, electro corridos",https://open.spotify.com/artist/4QFG9KrGWEbr6hNA58CAqE,78HEzDEs1QUnHB2DbxgC1s
Sin Pagar Renta,Xavi,Sin Pagar Renta,71,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda",https://open.spotify.com/artist/3Me35AWHCGqW4sZ7bWWJt1,2NQZVzSRRatbbPWD5IfadH
PERDIENDO,Saul Villarreal,PERDIENDO,59,sad sierreño,https://open.spotify.com/artist/2x8UcZmAbP008alg57hI3K,2UTPVm0XHPCmTpWB6AZwes
NO PIERDO LA VIDA,Calle 24,NO PIERDO LA VIDA,69,"corrido, corridos tumbados, corridos bélicos, electro corridos, sad sierreño",https://open.spotify.com/artist/6dLuQ5qXxIuWc5urxfIiZR,44zZM2dn9AcOUt5XKUMNJ3
Colapso,Kevin Kaarl,Hasta el Fin Del Mundo,77,"latin folk, mexican indie",https://open.spotify.com/artist/6OBGbSaBUvQtk9wpQfDbOE,7dT9D6117e5DbhnKxDLNW9
Mirada,Ivan Cornejo,MIRADA,79,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",https://open.spotify.com/artist/6PH3FLQAxtqYy46Zv08bpV,0tXFWZC3ZF44vgi0h2o4iI
HASTA LA MUERTE,Eslabon Armado,NOSTALGIA,79,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,3qAJAUr7yc9bPDx4ESt6ND
Enter Sandman (Remastered),Metallica,Metallica (Remastered),80,"metal, thrash metal, rock, heavy metal, hard rock",https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,3VqHuw0wFlIHcIPWkhIbdQ
Time,Free Nationals,Free Nationals,68,Unknown,https://open.spotify.com/artist/4596e2d3KmYzAeVenjCxfj,7klPHv3HnXdUY3dSfTccNc
The Thrill,Wiz Khalifa,The Thrill (feat. Empire of the Sun),86,rap,https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop,56oGoEjA9eTZYgsttEFKY3
Cry,Cigarettes After Sex,Cry,89,dream pop,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj,7mDTvYD2ieE4Q28XFziMfJ
Está Dañada,Ivan Cornejo,Alma Vacía,77,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",https://open.spotify.com/artist/6PH3FLQAxtqYy46Zv08bpV,6G2xXQRSZlEzYsUEb3uvuR
VETE A LA FREGADA,Eslabon Armado,NOSTALGIA,67,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,4WkyOBjeLPk7rAisyKl0uN
CORAZÓN FRÍO,Jasiel Nuñez,LA ODISEA,74,"corridos tumbados, corrido, sad sierreño, corridos bélicos, música mexicana",https://open.spotify.com/artist/0T8Ix53aIN4F7aEKj4EnKy,3SaYCT004qZHjezJ4orzFZ
Otro Atardecer,Bad Bunny,Un Verano Sin Ti,83,"reggaeton, trap latino, urbano latino, latin",https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X,0E0DRHf5PfMeor0ZCwB3oT
No One Noticed,The Marías,Submarine,93,bedroom pop,https://open.spotify.com/artist/2sSGPbdZJkaSE2AbcGOACx,3siwsiaEoU4Kuuc9WKMUy5
El Ultimo Beso,Los Apson,El Ultimo Beso,57,"mexican rock, rock and roll",https://open.spotify.com/artist/63MoX25vZtzCSTvRFkAsnW,7raBju70gLsxnEJxAWRg8V
La Noche Mas Linda,Adalberto Santiago,Sex Symbol,75,"salsa, salsa romantica",https://open.spotify.com/artist/6tZxUxheS7w3953cQFOXkd,3scW7pt0vlhkCCgCNv5YR9
Nuestra Felicidad,DannyLux,Las Dos Caras Del Amor,64,"sad sierreño, corridos tumbados, corrido, sierreño, música mexicana, electro corridos",https://open.spotify.com/artist/6ElqtIfQsAkEYypgfJIjeK,3qapBQCb9KE2kobk3pSf85
YA NO ESTÁS,DannyLux,YA NO ESTÁS,66,"sad sierreño, corridos tumbados, corrido, sierreño, música mexicana, electro corridos",https://open.spotify.com/artist/6ElqtIfQsAkEYypgfJIjeK,60nOmFyaDvEeb8v8D6Y6gx
Buy Dirt,Jordan Davis,Buy Dirt,81,country,https://open.spotify.com/artist/77kULmXAQ6vWer7IIHdGzI,69AIpwGNLxr4qS1X5ynx60
Blessed,Thomas Rhett,Center Point Road,55,"country, acoustic country, pop country",https://open.spotify.com/artist/6x2LnllRG5uGarZMsD4iO8,3hhSnbFhuGnXieFa1ql61R
Atención,Ivan Cornejo,MIRADA,82,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",https://open.spotify.com/artist/6PH3FLQAxtqYy46Zv08bpV,51sN3VDJBVmKJVgp0trc7M
Mariposa Traicionera - 2020 Remasterizado,Maná,Revolución De Amor (2020 Remasterizado),73,"rock en español, latin rock, mexican rock, latin pop",https://open.spotify.com/artist/7okwEbXzyT2VffBmyQBWLz,2zLLGT8WWT1dl73TlVL9qs
On Sight,Kanye West,Yeezus,75,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,1gqkRc9WtOpnGIqxf2Hvzr
BLEED,The Kid LAROI,BLEED,61,Unknown,https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J,3CJrKExvAP6RCtUR8Cf99P
Sunkissed,khai dreams,Now and Then,63,Unknown,https://open.spotify.com/artist/0lawSNBxNgJFQYJnQzLH8c,34RmzDXMv0ELSQTK4pNvX3
Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,84,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,3DK6m7It6Pw857FcQftMds
Undercover Martyn,Two Door Cinema Club,Tourist History,75,indie,https://open.spotify.com/artist/536BYVgOnRky0xjsPT96zl,1JmRbZclLHgneDrpyA9e3X
We Are The People,Empire Of The Sun,Walking On A Dream,69,Unknown,https://open.spotify.com/artist/67hb7towEyKvt5Z8Bx306c,0rhoLQVFCojDGFyl0nsdVZ
Amores Lejanos,Los Enanitos Verdes,Amores Lejanos,70,"rock en español, latin rock, argentine rock, mexican rock, latin alternative",https://open.spotify.com/artist/4TK1gDgb7QKoPFlzRrBRgR,11AnIo9kTnjhtD06y5Zd5O
The Loser,Verzache,The Loser,65,Unknown,https://open.spotify.com/artist/59KX7XUUgAOOo5IyDjca0T,0yTGQpPOgcsS8Xqp5bQO58
Vas A Querer Regresar,Christian Nodal,Me Dejé Llevar,66,"banda, ranchera, mariachi, norteño, música mexicana, grupera",https://open.spotify.com/artist/0XwVARXT135rw8lyw1EeWP,3YFjIEWKr3Da6rJjVWAoxH
squabble up,Kendrick Lamar,GNX,88,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,0nj9Bq5sHDiTxSHunhgkFb
03’ Adolescence,J. Cole,2014 Forest Hills Drive,66,rap,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,11qa6plS660rrrkf6VJ3cX
Feel the Pain,Dinosaur Jr.,Without a Sound,60,"noise rock, grunge, alternative rock, power pop",https://open.spotify.com/artist/267VY6GX5LyU5c9M85ECZQ,6xUMt58RCX98m7g0KcMwAS
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,Isolation,84,Unknown,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,1otG6j1WHNvl9WgXLWkHTo
COMO CAPO,Clave Especial,MIJA NO TE ASUSTES,87,"corrido, corridos tumbados, corridos bélicos, música mexicana",https://open.spotify.com/artist/0NlNru2YcUz6RbnpYGQz26,4N1dogCaVWnGyFdPjdqNWF
Morena,Neton Vega,Mi Vida Mi Muerte,92,"corrido, corridos tumbados, corridos bélicos, electro corridos",https://open.spotify.com/artist/6pV5zH2LzjOUHaAvENdMMa,4oB8Xd7gMlUEtWoD8bmCXW
TU TU TU,Clave Especial,TU TU TU,83,"corrido, corridos tumbados, corridos bélicos, música mexicana",https://open.spotify.com/artist/0NlNru2YcUz6RbnpYGQz26,5sK3SqHia7p5dXjdq1dluB
Share A Dream,Pale Jay,Share A Dream,38,retro soul,https://open.spotify.com/artist/7H3z77VbkJcCcFilmKqKNM,06UdJtxBqGLcWlpLUxlEY6
Just Like You Used To,Jalen Ngonda,Come Around and Love Me,67,retro soul,https://open.spotify.com/artist/2kEDso93O2hDgCbnuiSkkZ,0KNKtfE0jOcGBeu7Y5pL7h
Under The Magnolia Tree - Instrumental,Pale Jay,The Celestial Suite,38,retro soul,https://open.spotify.com/artist/7H3z77VbkJcCcFilmKqKNM,5hcDcKgs5erTtyUnwCtqpN
Price I'll Pay,Thee Sacred Souls,Got a Story to Tell,59,retro soul,https://open.spotify.com/artist/0oK5D6uPhGu4Jk2dbZfodU,3qbDVLxZSDfkWodxfuoX4X
FRENCH BOSSA NOVA,Ladji Mouflet,FRENCH BOSSA NOVA,70,Unknown,https://open.spotify.com/artist/2NNTIDSDRlsf4lzYW9fpKm,38dNnsL9yYygLYiX5ORf6B
Opendoors,Jitwam,Honeycomb,72,"jazz house, lo-fi house, indie jazz",https://open.spotify.com/artist/3yg8VEfEzpr8T9NkiEsycS,1gPeJMO7Az6ZtzHiaKUTWb
Dreaming In Slow Motion,Pale Jay,Bewilderment,60,retro soul,https://open.spotify.com/artist/7H3z77VbkJcCcFilmKqKNM,0K2Ou0NhEBvc7UoeWf58Cy
Night Drive,RUBII,Night Drive,64,Unknown,https://open.spotify.com/artist/3gN8Ihw22Vt9mnK97gbwMQ,74fnS63JH0L2vIan7siS9X
Dos Uvas,Pale Jay,The Celestial Suite,65,retro soul,https://open.spotify.com/artist/7H3z77VbkJcCcFilmKqKNM,0cr4j4bhchcuO86N9wAvH8
Live For You,Thee Sacred Souls,Got a Story to Tell,71,retro soul,https://open.spotify.com/artist/0oK5D6uPhGu4Jk2dbZfodU,2cgHekIPyuKxEEcV72tuy4
Under The Magnolia Tree,Pale Jay,The Celestial Suite,71,retro soul,https://open.spotify.com/artist/7H3z77VbkJcCcFilmKqKNM,3taMsBBraU23lStSSq3QuH
Si Te Pudiera Mentir,Calibre 50,Simplemente Gracias,78,"banda, corrido, norteño, música mexicana, sierreño, grupera",https://open.spotify.com/artist/4jogXSSvlyMkODGSZ2wc2P,3p6eieHX6oEOzJStPtEsLu
Fin de Semana,Oscar Maydon,Fin de Semana,82,"corridos tumbados, corrido, corridos bélicos, electro corridos, sad sierreño, banda",https://open.spotify.com/artist/3l9G1G9MxH6DaRhwLklaf5,6TBzRwnX2oYd8aOrOuyK1p
De Ti Enamorado,Banda MS de Sergio Lizárraga,Amor Enfermo,62,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,3LkdhRNCXimKvOrO5vl0rC
